0.08442,-32.3505
0.27212,-15.85206
0.41904,7.16506
0.41913,7.16528
0.41913,7.16528
0.41913,7.16528
0.45817,-1.99453
0.61,3.35189
0.79083,21.95969
0.81221,16.14542
0.84571,-26.05522
0.84571,-26.05522
0.87021,-26.06472
0.87021,-26.06472
0.87021,-26.06472
0.87021,-26.06472
0.87021,-26.06472
0.87021,-26.06472
0.87021,-26.06472
0.87021,-26.06472
1.20142,-41.95772
1.25183,-0.56361
1.33417,5.40311
1.33417,5.40311
1.33417,5.40311
1.33417,5.40311
1.33417,5.40311
1.33433,5.40314
1.35375,5.45639
1.35375,5.45639
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.49675,16.16364
1.52808,16.21172
1.52808,16.21172
1.54192,16.20089
1.54192,16.20089
1.54192,16.20089
1.54192,16.20089
1.54192,16.20089
1.54192,16.20089
1.58125,20.20286
1.58133,20.20286
1.58133,20.20286
1.69729,17.47047
1.8025,-40.56978
2.00125,-23.48833
2.00125,-23.48833
2.00125,-23.48833
2.00125,-23.48833
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.07583,51.38806
2.4725,25.92339
2.48529,-24.96361
2.52075,-40.44692
2.55175,-35.07386
2.55175,-35.07386
2.55692,-42.38231
2.56887,0.20758
2.62921,10.97486
2.62921,10.97486
2.62921,10.97486
2.62921,10.97486
2.62921,10.97486
2.62921,10.97486
2.738,1.16864
3.04537,-1.36883
3.25458,72.52197
3.25458,72.52197
3.36463,1.11294
3.51658,-23.18108
3.71479,0.94864
3.72712,-39.18875
3.81838,-16.1315
3.81838,-16.1315
3.83725,-16.12025
3.83725,-16.12025
3.83725,-16.12025
3.83725,-16.12025
3.83725,-16.12025
3.83725,-16.12025
3.83725,-16.12025
3.83725,-16.12025
