1.19851,0.03860415,15.298477
1.84493,0.03927073,-10.46442591
1.24912,0.07242284,-8.85660846
1.15181,0.12008748,-10.46549695
1.21819,0.14896823,-10.55149785
1.13822,0.20610678,-10.01218593
1.09572,0.21852011,-0.43629101
1.3208,0.22122092,-0.62023827
1.4115,0.22382959,15.11032966
1.05694,0.22660767,-9.13544883
1.09458,0.24032366,-8.93806211
1.89735,0.24260947,-0.77960135
1.65313,0.24489547,0.586252
1.77865,0.31877651,0.03468801
1.9685,0.32667405,-1.03939664
1.92183,0.3318362,15.80800474
1.42159,0.33432413,-11.18450548
1.05799,0.349846,-10.41614666
1.63264,0.35096979,-9.56384003
1.78916,0.41427896,15.44004158
1.81907,0.41516955,-10.64003221
1.33389,0.43046079,-10.74691152
1.27159,0.49819716,13.99262841
1.27154,0.56925486,13.82120712
1.762,0.58060026,-10.88323156
1.01656,0.58651088,-10.71347984
1.8249,0.59086496,15.24849176
1.65057,0.60875123,0.09698314
1.35421,0.62797398,0.83307004
1.42797,0.81669954,-9.99771414
1.75934,0.83278071,-9.03227439
1.73893,0.92174699,-9.68363421
1.56814,0.92536095,15.60798872
1.56857,0.93847121,-11.13849462
1.26897,1.02655295,-10.63755671
1.24141,1.08114205,-11.09333733
1.45885,1.08761741,-0.5675404
1.85886,1.09291374,-9.0387232
1.29425,1.14138632,-0.81243326
1.01923,1.14173338,-10.08123994
1.00683,1.17579066,6.47983E-3
1.05757,1.1928396,-10.01422841
1.12715,1.22741828,-10.70836822
1.11916,1.23103254,-11.11054569
1.14726,1.24827778,16.04029379
1.29535,1.27941451,-10.16908869
1.8603,1.29515107,-9.42636789
1.54431,1.29534079,-9.23335663
1.06756,1.35346119,-8.75080193
1.72966,1.44369895,-0.40388145
1.1906,1.45100727,-8.80234687
1.62359,1.45439235,-0.57654386
1.85543,1.5090442,-0.8994937
1.73534,1.55134569,-10.71961911
1.12821,1.59821341,14.78631329
1.52,1.60524286,15.77383827
1.67821,1.61265943,16.10024463
1.75678,1.62205111,-9.59748561
1.39307,1.66335735,14.36559727
1.4057,1.68952086,-8.88987142
1.83569,1.70308134,-9.67693064
1.72444,1.7254527,-0.25928624
1.29743,1.72557253,14.19253739
1.63454,1.72669949,14.24521498
1.40237,1.73173157,15.15490793
1.43909,1.79135697,0.31507078
1.13694,1.8715736,14.9697597
1.77579,1.89800714,-8.90976427
1.09991,1.90473969,0.33422873
1.51265,1.92443045,-8.87505301
1.26302,1.92469238,-10.37309323
1.53974,1.9324487,-0.40901771
1.23693,1.95121415,15.2961363
1.2725,1.969006,0.35284758
1.67618,1.9772223,-11.00944507
1.96398,1.99752268,15.1396323
1.42916,2.00926361,15.40245019
1.47679,2.03139378,0.27194911
1.43686,2.03727895,-10.72008746
1.03144,2.06022579,15.16303283
1.95156,2.06388163,-9.98177372
1.36131,2.06473137,-11.02697646
1.45907,2.082533,-9.90840597
1.35824,2.08345794,-9.48917329
1.44507,2.09515854,-11.16961742
1.57548,2.10976675,-10.64053018
1.6904,2.2366558,15.84605924
1.61636,2.25363142,-8.77188889
1.24282,2.25575404,15.66333393
1.82864,2.26841295,-0.7257951
1.51892,2.27086666,14.2080321
1.06586,2.32252814,13.78170116
1.93976,2.33027366,15.39864732
1.53521,2.34021452,-9.99698127
1.66972,2.36503454,1.18213868
1.6133,2.43719523,-8.83365302
1.16799,2.4772599,-9.23104238
1.21213,2.50851823,0.7068333
1.81954,2.57297575,-10.04414496
1.81942,2.57417668,1.08076219
1.74243,2.58434775,-10.51642807
1.60662,2.58819842,-10.42950226
1.75181,2.6246558,-10.19599067
1.55183,2.63892854,-9.9147904
1.07438,2.66612517,-11.10395606
1.50212,2.70544095,-9.65178383
1.873,2.72318174,0.11192073
1.74518,2.72670335,-8.91074749
1.57113,2.75101144,-9.65099861
1.1287,2.77748171,-9.47088763
