128.98074014,18.67913729,0.187404
128.98139882,36.74444119,0.135094
128.98142884,28.43366372,0.366606
128.98145996,20.9603606,0.411523
128.98162316,20.82783184,0.180101
128.98174098,39.29908131,0.168668
128.98175779,20.87342111,0.172621
128.98216684,34.70761993,0.112015
128.98234483,30.89689607,0.170956
128.98254799,15.45199751,0.213618
128.98255897,8.73479978,0.112155
128.98318919,43.7836173,0.135197
128.98425048,8.88862611,0.114793
128.98440497,29.68204942,0.103024
128.98441048,41.07038037,0.100051
128.98447363,44.72888392,0.256177
128.98501704,13.33520424,0.100425
128.98508061,12.39679946,0.103929
128.98574063,15.65735141,0.119023
128.98640695,15.63664282,0.137852
128.98664113,41.99343502,0.132339
128.98716412,29.66393497,0.105343
128.9876151,60.17296911,0.256228
128.98806897,14.29404959,0.18488
128.98865202,45.97992803,0.104931
128.98863715,41.3686939,0.123192
128.98996348,19.44614725,0.123565
128.99032816,29.28342555,0.168965
128.99032997,55.25752479,0.131299
128.99035373,58.15026421,0.136552
128.99206537,24.80251055,0.308147
128.9927265,60.91199384,0.116393
128.99376554,14.31162187,0.165552
128.99382073,21.38310972,0.106885
128.99386618,10.76269482,0.134599
128.99434997,11.2275956,0.111293
128.99510369,15.67217052,0.120584
128.99526297,17.22496989,0.119351
128.99683773,36.54312113,0.294769
128.99690536,48.57198073,0.274123
128.99702981,22.95375781,0.366928
128.99717451,8.4052031,0.167805
128.99723579,34.48753663,0.906937
128.99730638,21.90170382,0.218574
128.99755084,19.7478299,0.175754
128.9981055,61.52354353,0.131529
128.99852808,57.48149283,0.285105
128.99883455,29.84137898,0.687491
128.99912629,55.36391216,0.326481
128.9999,44.23907465,0.306685
129.00027322,58.51588977,0.14537
129.00082237,15.13218448,0.123981
129.00095385,38.57386882,0.403737
129.00094402,33.5722145,0.111571
129.00111825,32.55997584,0.251616
129.00154926,17.77394054,0.118832
129.00167027,61.10202153,0.312052
129.00187054,5.67484452,0.603245
129.00326321,23.17571822,0.142449
129.0033207,61.50408368,0.133178
129.00336406,26.99508028,0.124525
129.00361798,21.37903024,0.117413
129.00378989,17.5719888,0.104711
129.00387084,27.0881584,0.100058
129.00389938,30.19429152,0.184633
129.0043644,37.29310643,0.330366
129.004526,24.71131685,0.111867
129.0054015,43.23537454,0.121519
129.00541357,61.54418188,0.134048
129.00565729,15.89585277,0.121213
129.00603042,26.36495684,0.168309
129.00634712,46.86591424,0.943076
129.00762012,56.88950356,0.13649
129.00782693,15.9713169,0.120307
129.00795555,58.46114778,0.14879
129.00903237,56.86755282,0.147204
129.01030529,26.96904843,0.173397
129.01141901,42.01562374,0.107331
129.01149401,17.92550539,0.123708
129.01232103,16.83047065,0.396901
129.01258527,17.84873861,0.190061
129.01280531,43.80737497,0.145388
129.01281803,26.36573871,0.16937
129.01285662,15.2713544,0.123506
129.01314079,8.42096099,0.16688
129.01317573,10.45530414,0.181961
