132.8573,11.8027
132.8572,11.8026
132.8572,11.8026
145.7609,46.9824
188.0148,20.1583
188.0148,20.1583
188.0148,20.1583
185.729,15.8229
210.8248,54.2885
210.8248,54.2885
210.8248,54.2885
210.8248,54.2885
210.8248,54.2885
210.8248,54.2885
200.3247,42.5875
202.7869,30.4959
241.3042,20.5422
207.2188,26.5931
218.6624,-15.9619
218.6686,-15.9637
218.4373,-15.912
218.4439,-15.914
218.4692,-15.9074
218.4756,-15.9093
218.3763,-15.8984
218.3829,-15.9004
114.5466,21.5527
187.9143,3.9391
161.6833,11.8611
161.6817,11.8625
161.8375,14.0708
161.8359,14.0769
161.6881,11.8588
246.162,23.767
189.5639,11.8564
189.557,11.8765
214.0737,11.5413
170.4212,12.7328
183.0035,10.6072
236.4416,48.8982
188.1301,-2.362
162.0727,12.6567
185.5209,4.5823
218.8182,24.9839
216.1676,23.0692
200.7911,36.2385
192.5245,39.8716
117.6964,14.679
229.9783,23.7481
229.9783,23.7481
229.9217,23.8682
229.9217,23.8682
177.622,28.8093
177.622,28.8093
177.6223,28.8087
177.6223,28.8087
190.093,-11.5243
151.4417,-7.6901
246.074,23.6442
189.5639,11.8564
117.6964,14.679
199.2381,29.1411
185.9802,15.8455
182.8026,39.4505
131.8374,17.9593
214.0737,11.5413
185.5082,4.5995
185.9642,15.8603
182.8034,39.4492
187.5686,12.3632
131.8484,17.9407
133.5691,20.0604
133.5691,20.0604
187.5765,12.3408
169.7862,21.3217
187.2779,2.0522
196.4003,-10.56
236.9377,20.8592
213.8376,52.0499
213.8376,52.0499
213.8109,52.0304
213.8109,52.0304
213.7842,52.0109
213.7842,52.0109
214.5137,52.5363
214.5137,52.5363
214.4864,52.5169
214.4864,52.5169
214.4591,52.4975
214.4591,52.4975
214.4045,52.4587
214.4045,52.4587
214.3773,52.4393
214.3773,52.4393
214.3501,52.4199
214.3501,52.4199
214.3229,52.4005
214.3229,52.4005
214.2957,52.3811
214.2957,52.3811
214.2686,52.3616
214.2686,52.3616
214.2415,52.3422
214.2415,52.3422
214.2144,52.3228
214.2144,52.3228
214.1873,52.3033
214.1873,52.3033
214.1603,52.2839
214.1603,52.2839
214.1333,52.2644
214.1333,52.2644
214.1062,52.2449
214.1062,52.2449
214.0793,52.2255
214.0793,52.2255
214.0523,52.206
214.0523,52.206
214.0254,52.1865
214.0254,52.1865
213.9985,52.167
213.9985,52.167
